study,wave,versn_s,studytit,uniqid,intrvwr_id,cntry,cntrycow,year,fw_start,fw_end,cntry_y,mode,mm_mixed_mode_EVS5,mm_mode_fu_EVS5,mm_matrix_group_EVS5,mm_fw_start_fu_EVS5,mm_fw_end_fu_EVS5,mm_year_fu_EVS5,ivlength,ivstart,ivstend,ivdate,mm_v277_fu_EVS5,mm_v278a_fu_r_EVS5,mm_v279a_fu_r_EVS5,lnge_num,gwght,pwght,wght_eq1000,reg_iso,size_5c,respint,A001,A002,A003,A004,A005,A006,A008,A009,A170,A173,A027,A029,A030,A032,A034,A035,A038,A039,A040,A041,A042,A065,A066,A067,A068,A071,A072,A074,A078,A079,A080_01,A080_02,A124_02,A124_03,A124_06,A124_08,A124_09,A165,B008,C001,C001_01,C002,C002_01,D081,D026_03,D026_05,C038,C039,C041,D001_B,G007_18_B,G007_33_B,G007_34_B,G007_35_B,G007_36_B,D054,D059,D060,D061,D078,E001,E002,E003,E004,Y002,E012,E015,E018,E023,E025,E026,E027,E028,E033,E035,E036,E037,E039,E069_01,E069_02,E069_04,E069_05,E069_06,E069_07,E069_08,E069_18A,E069_18,E069_11,E069_12,E069_13,E069_14,E069_17,E069_20,E111_01,E114,E115,E116,E117,E179_WVS7,E181_EVS5,E224,E225,E226,E227,E228,E229,E233,E233A,E233B,E235,E236,E263,E264,E265_01,E265_02,E265_03,E265_04,E265_05,E265_06,E265_07,E265_08,F025,F028,F028B_WVS7,F066_EVS5,F034,F050,F051,F053,F054,F063,F114A,F115,F116,F117,F118,F119,F120,F121,F122,F123,F132,E290,F144_02,G005,G006,G052,G062,G063,G255,G256,G257,H009,H010,H011,X001,X002,X003,X003R,X003R2,G027A,X002_02A,V002,V002A,V001,V001A,X007,x026_01,X011,X013,X025A_01,X025R,W002A_01,W002R,V004AM_01,V004RM,V004AF_01,V004RF,X028,W003,X052,X035_EVS5,X036E_WVS7,V097EF,W005_EVS5,W006E_WVS7,X047_WVS7,X047E_EVS5
2,7,2024,0,840721352,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,58,16.44,17.43,20170507,-4,-4.0,-4.0,128,0.4851595,10.6132138674884,0.385208,840003,-5,2,1,1,1,3,1,2,1,1,10,10,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,3,2,-4,3,-4,2,3,2,3,2,3,1,2,1,3,1,1,1,4,4,3,4,1,2,4,1,2,1,2,1,2,1,2,2,2,5,4,2,7,1,2,1,2,2,2,3,2,2,-4,3,3,3,2,2,3,4,4,3,4,1,840002,-4,7,4,10,7,1,10,10,1,8,10,7,1,1,1,3,3,4,2,1,2,4,1,7,3,-4,2,1,1,1,1,6,1,1,1,1,10,3,5,5,8,2,6,1,8,1,1,4,3,3,2,2,2,1,2,2,1,1963,54,4,3,1,840,1,840,1,840,6,1,0,1,7,3,-3,-3,4,2,6,3,1,-3,1,-4,1,2,-4,-3,8,-4
2,7,2024,0,840721353,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,-5.0,-5.0,20170501,-4,-4.0,-4.0,128,0.255993591,10.6132138674884,0.385208,840013,5,2,1,1,2,2,2,4,1,1,9,10,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,2,-4,3,-4,2,2,2,3,2,2,1,2,1,2,2,2,2,3,4,3,3,3,1,2,4,3,0,1,2,1,1,2,2,2,3,1,8,10,4,3,2,2,2,2,2,2,2,-4,3,2,2,2,2,2,7,3,3,4,1,840002,-4,4,1,10,4,1,10,9,6,6,10,7,1,1,2,3,1,3,2,1,2,3,2,8,8,-4,2,0,0,0,0,1,3,3,3,3,8,6,9,9,8,7,9,2,2,1,2,4,3,3,2,3,2,2,3,3,1,1978,39,3,2,1,840,1,840,1,840,1,1,2,4,8,3,8,3,7,3,6,3,1,1,2,-4,1,2,-4,1,9,-4
2,7,2024,0,840721354,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,34,8.38,9.13,20170516,-4,-4.0,-4.0,128,0.266893674,10.6132138674884,0.385208,840015,3,1,1,3,2,1,2,2,2,2,7,10,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,-4,1,-4,5,5,3,1,2,2,2,2,3,3,3,3,3,2,4,3,2,1,2,1,4,2,1,3,1,1,1,3,2,2,10,4,2,3,1,2,2,4,2,1,4,2,4,-4,1,3,2,3,2,3,2,2,1,3,1,840001,-4,4,1,10,2,2,5,10,3,10,10,8,1,1,2,3,4,3,4,2,3,3,2,7,3,-4,1,1,0,1,1,10,1,1,1,1,1,5,1,8,5,1,5,1,10,1,1,2,2,2,2,2,1,1,1,1,1,1970,47,4,2,1,840,1,840,1,840,3,1,1,2,4,2,-3,-3,4,2,2,1,1,-3,2,-4,1,4,-4,-3,4,-4
2,7,2024,0,840721355,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,40,15.12,15.53,20170501,-4,-4.0,-4.0,128,0.742090262,10.6132138674884,0.385208,840001,3,2,1,1,2,2,1,1,2,2,7,6,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,-2,0,0,0,0,1,1,1,0,2,2,3,-4,1,-4,3,4,2,3,3,4,1,2,2,4,3,3,1,3,3,4,4,2,1,2,3,2,1,2,1,2,1,2,2,2,5,5,1,6,5,3,2,3,3,2,3,3,3,-4,2,3,3,2,3,3,5,2,2,2,3,840001,-4,5,5,5,5,5,5,5,5,5,5,5,3,3,3,2,2,2,4,4,1,2,0,7,1,-4,1,1,1,1,1,5,5,5,1,1,5,5,5,5,5,1,5,5,5,1,1,3,3,3,3,3,2,2,4,3,2,1991,26,2,1,1,840,1,840,1,840,1,2,3,5,3,2,4,2,3,2,3,2,5,1,2,-4,-3,6,-4,-1,3,-4
2,7,2024,0,840721356,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,62,15.51,16.54,20170505,-4,-4.0,-4.0,128,0.30962086,10.6132138674884,0.385208,840006,4,1,1,2,1,2,1,4,2,2,8,8,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,-1,-1,-1,-1,-1,1,1,2,-4,3,-4,1,5,3,2,4,4,1,2,1,2,2,1,2,4,4,3,4,2,3,2,-2,-5,1,3,2,2,1,1,2,2,2,10,1,2,1,3,1,2,2,2,4,2,2,-4,4,3,3,1,2,2,1,2,1,4,1,840002,-4,5,1,10,5,1,10,10,5,1,10,3,2,2,2,3,3,3,1,2,1,2,0,8,8,-4,2,0,0,0,0,1,1,1,1,1,10,5,5,5,10,7,5,1,5,1,2,4,2,2,1,1,2,1,3,2,2,1954,63,5,3,1,840,0,276,1,840,3,1,3,1,3,2,-3,-3,0,1,3,2,4,-3,2,-4,-3,5,-4,-3,3,-4
2,7,2024,0,840721357,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,59,23.26,24.26,20170504,-4,-4.0,-4.0,128,1.273302811,10.6132138674884,0.385208,840007,-5,2,1,2,1,3,1,2,2,2,6,8,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,2,2,2,-4,1,-4,2,4,2,2,2,2,1,2,1,3,2,2,2,3,3,3,3,1,3,1,3,1,0,1,1,2,2,3,1,2,4,4,1,9,5,2,2,3,2,3,3,3,2,-4,3,3,2,2,3,2,4,3,3,3,3,5,-4,6,4,5,5,4,4,6,4,6,5,5,2,1,2,3,2,3,3,4,2,3,0,3,2,-4,1,1,1,1,1,10,1,1,1,1,7,2,5,5,5,1,4,1,5,1,2,4,1,2,3,3,2,3,3,2,2,1971,46,4,2,2,124,-1,124,-1,124,6,1,2,3,4,2,-3,-3,-1,-1,-1,-1,2,-3,2,-4,-1,-1,-4,-3,2,-4
2,7,2024,0,840721358,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,50,17.14,18.05,20170519,-4,-4.0,-4.0,128,1.217390474,10.6132138674884,0.385208,840005,-5,1,1,1,1,1,1,2,1,1,10,8,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,2,2,3,-4,1,-4,3,5,4,1,1,3,1,2,1,2,2,2,2,3,3,2,3,1,2,2,4,3,1,3,1,1,1,3,3,3,10,6,1,1,1,1,1,4,4,1,4,3,3,-4,2,3,3,4,3,4,1,4,2,4,1,840001,-4,1,1,10,1,1,6,10,1,10,10,5,1,2,1,2,3,3,4,2,3,3,2,3,2,-4,1,1,1,1,1,5,5,1,1,1,1,8,1,7,10,5,7,1,10,1,1,3,1,1,2,1,1,1,2,3,1,1937,80,6,3,1,840,1,840,1,840,1,1,3,2,4,2,4,2,3,2,6,3,4,5,1,-4,-3,1,-4,-3,6,-4
2,7,2024,0,840721359,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,104,15.07,16.51,20170501,-4,-4.0,-4.0,128,1.371263447,10.6132138674884,0.385208,840038,-5,1,1,1,2,2,2,3,2,2,8,9,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,2,-4,2,-4,1,4,2,2,2,3,1,2,1,3,2,2,1,3,4,3,3,1,3,4,2,3,0,2,2,1,1,1,1,3,4,4,5,9,3,3,2,2,3,3,3,3,2,-4,3,3,2,2,2,2,7,4,2,4,1,840002,-4,8,1,10,7,2,10,10,4,8,9,7,1,1,1,4,3,4,2,1,2,4,4,3,8,-4,3,0,0,0,0,1,1,3,1,2,9,10,8,6,8,1,8,2,1,1,1,4,2,2,2,2,1,2,2,3,1,1974,43,3,2,1,840,1,840,1,840,1,1,3,5,7,3,7,3,7,3,8,3,1,5,2,-4,2,1,-4,-3,9,-4
2,7,2024,0,840721360,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,17.07,17.35,20170501,-4,-4.0,-4.0,128,2.297506777,10.6132138674884,0.385208,840005,5,2,1,1,2,2,1,2,2,2,7,7,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,-4,1,-4,3,4,4,4,3,2,2,2,1,3,3,-2,2,2,3,3,3,2,1,3,1,1,1,3,1,2,1,2,2,2,-2,1,1,4,5,3,2,2,2,2,2,2,2,-4,2,3,3,3,3,2,5,4,3,4,2,840002,-4,10,-2,10,10,5,10,10,5,5,10,5,2,2,1,4,3,3,2,2,4,4,0,8,3,-4,2,1,0,0,0,8,5,5,2,2,2,5,5,5,5,2,5,5,5,1,1,2,4,4,2,2,2,3,4,3,2,1961,56,5,3,1,840,1,840,1,840,1,1,1,2,4,2,4,2,4,2,-1,-1,5,4,-2,-4,-3,2,-4,-3,1,-4
2,7,2024,0,840721361,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,35,17.37,18.12,20170501,-4,-4.0,-4.0,128,0.328188059,10.6132138674884,0.385208,840032,3,2,1,2,2,3,1,2,1,1,8,7,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,2,-4,2,-4,2,3,4,2,2,4,1,2,1,2,2,2,1,4,4,3,4,1,3,4,1,2,1,3,1,3,1,2,1,2,3,2,2,6,3,3,2,3,2,2,3,2,2,-4,4,4,3,2,2,2,4,4,1,4,2,840002,-4,8,1,10,6,1,7,10,3,1,8,7,3,2,2,2,2,3,3,2,3,3,2,4,3,-4,1,1,1,1,1,8,3,5,3,2,10,6,7,8,4,3,9,2,3,1,2,4,3,1,2,1,2,3,3,3,1,1990,27,2,1,1,840,1,840,1,840,1,1,0,2,7,3,7,3,4,2,3,2,1,1,1,-4,1,7,-4,1,5,-4
2,7,2024,0,840721362,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,83,22.07,23.31,20170503,-4,-4.0,-4.0,128,1.964526452,10.6132138674884,0.385208,840009,3,1,1,1,1,1,4,1,1,1,10,10,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,-2,1,0,1,0,1,1,1,0,1,2,3,-4,1,-4,3,4,4,2,2,2,1,2,2,3,2,2,2,2,3,3,2,2,1,1,2,2,1,3,1,1,2,2,2,1,10,10,1,1,1,2,1,3,3,1,3,2,3,-4,1,3,2,3,1,3,10,4,4,4,1,840001,-4,7,1,10,1,1,10,10,1,10,10,10,1,1,1,4,1,4,4,1,3,3,1,2,2,-4,1,1,1,1,1,10,1,1,1,1,10,1,1,10,1,1,5,1,10,1,1,1,1,3,1,1,1,2,2,1,2,1941,76,6,3,1,840,1,840,1,840,5,1,2,1,3,2,-3,-3,3,2,-1,-1,4,-3,2,-4,-3,6,-4,-3,8,-4
2,7,2024,0,840721363,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,7.29,17.41,20170429,-4,-4.0,-4.0,128,0.869779682,10.6132138674884,0.385208,840010,-5,3,1,2,1,1,2,1,1,2,10,5,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,3,1,-4,1,-4,4,4,4,2,4,5,1,1,2,4,2,2,2,3,3,2,3,1,2,3,2,2,0,2,2,1,2,2,2,2,5,3,5,7,4,1,1,2,2,4,4,2,2,-4,4,4,4,2,4,2,1,4,4,4,1,-2,-4,5,1,10,5,1,10,10,3,1,10,9,1,1,2,2,1,3,3,2,2,3,2,2,1,-4,1,1,1,1,1,10,1,5,5,1,1,1,3,3,3,1,5,1,3,1,3,3,3,2,1,3,2,3,4,4,1,1982,35,3,2,1,840,1,840,1,840,1,1,2,3,4,2,6,3,3,2,4,2,1,1,2,-4,1,1,-4,1,6,-4
2,7,2024,0,840721364,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,46,20.33,21.19,20170501,-4,-4.0,-4.0,128,2.808962313,10.6132138674884,0.385208,840032,5,3,1,2,1,3,2,4,2,2,7,6,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,2,2,3,-4,1,-4,3,4,2,1,3,3,1,2,2,4,4,4,3,3,3,3,3,1,3,4,1,2,1,2,3,2,3,1,2,1,8,7,1,1,3,4,1,4,2,2,4,3,4,-4,1,4,4,4,3,4,8,4,4,4,2,840001,-4,5,1,10,5,1,5,5,1,1,10,8,3,2,3,2,1,3,4,3,1,3,0,8,8,-4,2,1,0,0,0,2,1,6,-2,1,9,3,5,5,10,5,5,1,10,1,1,2,3,4,2,2,2,3,3,4,1,1962,55,5,3,1,840,1,840,1,840,6,1,0,1,3,2,-3,-3,3,2,3,2,1,-3,2,-4,6,6,-4,-3,6,-4
2,7,2024,0,840721365,-3,840,2,2017,201704,201705,8402017,5,-4,-4,-4,-4,-4,-4,117,18.02,19.59,20170501,-4,-4.0,-4.0,128,0.919332145,10.6132138674884,0.385208,840019,-5,2,1,2,1,1,2,2,4,3,4,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,2,2,2,-4,1,-4,4,4,4,2,2,4,1,2,1,3,4,3,3,-1,3,3,3,3,1,3,1,1,1,1,1,1,1,2,1,1,8,1,1,1,1,-1,1,4,3,2,3,3,4,-4,2,3,3,4,3,1,7,-1,3,4,2,840001,-4,7,1,10,6,6,10,10,10,6,10,10,1,1,1,-1,1,2,2,-1,-1,3,8,4,5,-4,1,1,1,1,1,5,1,1,1,1,1,5,5,5,10,1,5,1,10,1,1,3,2,4,4,4,2,1,4,4,1,1961,56,5,3,1,840,1,840,1,840,6,1,0,3,4,2,-3,-3,4,2,6,3,1,-3,1,-4,7,-2,-4,-3,5,-4
2,7,2024,0,840721366,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,73,16.3,17.43,20170504,-4,-4.0,-4.0,128,0.85369586,10.6132138674884,0.385208,840032,5,2,1,2,4,2,2,2,2,3,8,9,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,2,3,-4,1,-4,3,3,3,2,1,2,2,2,2,2,2,2,1,2,3,3,2,2,1,1,2,2,1,3,1,2,1,3,3,3,5,6,7,1,3,2,1,3,2,1,2,3,3,-4,1,3,2,3,1,3,7,1,2,2,2,5,-4,8,6,6,6,8,7,2,5,5,5,5,1,1,2,3,1,1,2,2,2,3,1,7,3,-4,1,1,1,0,1,9,1,5,1,1,1,1,5,6,1,1,7,1,8,1,1,2,2,3,1,2,1,2,3,2,2,1958,59,5,3,1,840,1,840,1,840,3,1,1,2,4,2,-3,-3,2,1,-1,-1,4,-3,2,-4,-3,7,-4,-3,4,-4
2,7,2024,0,840721367,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,29,17.39,18.08,20170501,-4,-4.0,-4.0,128,0.494302733,10.6132138674884,0.385208,840022,-5,2,1,1,1,2,1,2,2,2,7,8,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,2,2,2,-4,1,-4,3,4,4,4,2,4,2,2,1,4,3,3,2,2,3,3,3,2,1,1,3,1,1,2,1,2,1,2,3,2,8,3,4,6,3,2,1,4,3,1,3,3,3,-4,2,3,2,3,3,3,8,2,2,4,3,840001,-4,3,2,10,4,4,9,6,5,8,10,8,3,2,3,2,1,2,4,3,1,2,0,4,5,-4,2,1,1,1,1,7,4,6,4,4,5,4,5,7,4,1,8,4,5,1,2,3,3,4,1,1,2,1,2,2,1,1984,33,2,2,1,840,1,840,1,840,1,1,2,4,4,2,6,3,6,3,3,2,1,1,2,-4,1,6,-4,2,5,-4
2,7,2024,0,840721368,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,72,11.29,12.42,20170503,-4,-4.0,-4.0,128,0.532862117,10.6132138674884,0.385208,840015,-5,1,1,2,2,2,2,2,2,2,9,9,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,2,2,3,-4,1,-4,4,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,1,3,1,1,2,2,2,3,8,7,2,3,2,2,1,3,4,2,3,2,2,-4,2,3,2,3,2,3,8,3,3,4,1,840001,-4,3,2,10,3,2,7,8,1,9,10,8,2,1,2,3,2,3,4,2,3,3,2,2,2,-4,1,1,1,1,1,9,1,3,1,1,2,3,2,4,6,2,2,1,9,1,1,2,1,2,1,1,1,3,2,3,1,1942,75,6,3,1,840,1,840,1,840,1,1,2,2,8,3,6,3,3,2,2,1,4,4,1,-4,-3,4,-4,-3,6,-4
2,7,2024,0,840721369,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,25,16.55,17.21,20170503,-4,-4.0,-4.0,128,0.497594462,10.6132138674884,0.385208,840005,4,1,1,1,2,3,1,1,2,2,7,9,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,2,-4,1,-4,2,2,2,1,1,1,1,2,2,3,2,2,1,3,3,2,3,2,-2,1,2,2,1,2,1,1,1,3,3,3,6,6,4,10,2,1,1,2,2,1,2,2,2,-4,2,2,2,2,2,1,5,1,2,2,2,840002,-4,7,2,10,5,1,8,5,5,5,5,5,1,1,1,1,4,3,2,1,3,3,6,7,2,-4,1,1,1,1,1,5,5,5,5,2,5,1,1,4,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1985,32,2,2,2,356,-2,356,-2,356,1,1,1,3,7,3,6,3,4,2,4,2,1,1,1,-4,1,7,-4,1,5,-4
2,7,2024,0,840721370,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,64,13.25,14.29,20170428,-4,-4.0,-4.0,128,1.575054995,10.6132138674884,0.385208,840015,4,2,1,1,1,3,2,1,2,2,9,8,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,2,-4,1,-4,3,4,4,4,3,4,1,2,1,2,2,3,2,3,3,3,3,2,1,1,2,2,0,2,1,3,2,3,3,3,6,6,4,1,7,2,1,3,3,1,3,2,3,-4,2,3,2,2,2,3,7,1,2,4,2,5,-4,8,4,2,2,7,5,9,9,9,9,7,2,2,3,3,3,3,3,2,3,3,2,6,2,-4,1,1,1,-2,1,10,1,1,1,1,1,1,5,5,1,1,1,1,4,1,1,3,4,3,2,2,1,2,4,4,2,1937,81,6,3,1,840,1,840,1,840,1,1,3,1,3,2,3,2,3,2,3,2,4,4,2,-4,-3,8,-4,-3,5,-4
2,7,2024,0,840721371,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,-5,18.08,18.19,20170501,-4,-4.0,-4.0,128,0.630928193,10.6132138674884,0.385208,840035,-5,2,3,3,3,3,3,3,2,3,10,10,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,3,-4,3,-4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,2,1,1,1,2,2,2,2,2,10,1,1,10,1,2,2,2,2,2,1,1,1,-4,2,1,1,1,2,1,1,1,1,1,1,840001,-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,8,-4,2,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,3,1,1,1,1,1,1,4,4,4,1,1969,48,4,2,2,840,0,840,0,840,6,1,1,3,3,2,-3,-3,3,2,3,2,7,-3,3,-4,-3,7,-4,-3,10,-4
2,7,2024,0,840721372,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,85,11.06,12.32,20170502,-4,-4.0,-4.0,128,0.742689913,10.6132138674884,0.385208,840025,-5,2,2,2,2,-2,-2,-2,2,3,8,9,1,1,1,0,0,0,1,0,1,0,0,1,0,-2,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,-4,1,-4,4,3,3,3,2,2,1,2,2,2,2,2,2,3,3,2,3,1,2,1,-2,-5,1,3,1,2,1,3,3,1,6,6,6,3,1,1,1,2,1,2,3,3,3,-4,2,3,3,3,2,3,7,2,3,4,1,840002,-4,5,5,8,8,2,9,9,3,9,10,7,1,1,1,2,2,3,2,1,2,4,2,2,3,-4,1,1,1,1,1,-2,1,1,1,1,1,1,1,5,1,1,1,1,1,1,3,3,2,-2,2,2,2,2,3,4,1,1939,78,6,3,1,840,1,840,1,840,1,1,2,2,3,2,3,2,2,1,2,1,4,4,2,-4,-3,8,-4,-3,6,-4
2,7,2024,0,840721373,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,40,11.3,12.11,20170510,-4,-4.0,-4.0,128,0.267026915,10.6132138674884,0.385208,840047,-5,1,1,2,3,3,2,1,1,2,10,8,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,2,-4,1,-4,3,2,1,2,2,2,1,2,1,2,2,2,1,3,4,3,4,1,3,2,3,2,1,3,2,3,1,2,3,3,7,6,1,4,6,2,2,3,4,2,3,2,3,-4,3,4,3,4,3,3,3,4,4,4,2,840001,-4,7,3,10,6,3,9,9,4,3,8,5,1,1,2,3,2,3,2,2,1,3,8,2,1,-4,1,1,1,1,1,10,3,7,1,3,1,1,1,5,3,3,1,1,7,1,2,5,2,2,3,3,2,2,2,4,2,1991,26,2,1,1,840,1,840,1,840,1,1,2,3,4,2,6,3,4,2,4,2,5,1,3,-4,-3,2,-4,1,6,-4
2,7,2024,0,840721374,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,30,11.2,11.51,20170504,-4,-4.0,-4.0,128,1.140392817,10.6132138674884,0.385208,840005,3,1,1,1,2,1,1,4,1,2,9,8,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,3,2,-4,2,-4,1,5,2,4,4,4,1,2,1,2,2,2,2,4,4,3,4,3,-2,4,1,2,1,3,1,1,1,1,1,2,3,5,3,6,2,3,1,1,2,1,2,1,1,-4,4,2,2,1,2,2,7,4,4,4,1,840002,-4,7,1,10,7,2,10,10,1,7,10,7,1,1,1,4,2,4,1,1,2,4,0,8,8,-4,3,0,0,0,0,1,1,1,1,1,10,5,8,8,10,5,8,1,5,1,1,4,1,2,1,2,1,2,3,4,1,1943,74,6,3,1,840,1,840,1,840,1,1,0,2,6,3,3,2,3,2,3,2,4,4,2,-4,-3,10,-4,-3,8,-4
2,7,2024,0,840721375,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,30,15.1,15.41,20170501,-4,-4.0,-4.0,128,0.709434659,10.6132138674884,0.385208,840038,-5,2,1,2,3,2,2,1,2,2,7,9,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,2,2,3,-4,1,-4,5,4,3,4,3,4,1,2,2,4,3,3,2,1,3,2,2,2,1,1,3,1,1,2,1,1,1,2,3,3,10,5,5,3,4,2,1,4,4,2,2,3,3,-4,1,2,3,3,3,2,8,-2,-2,-2,-2,840001,-4,6,6,7,6,5,5,3,2,9,9,8,2,1,2,-2,1,3,4,-2,4,4,0,2,1,-4,1,1,1,1,1,10,1,1,1,1,1,1,1,5,3,1,1,1,10,1,1,2,3,4,2,3,3,1,2,1,2,1980,37,3,2,1,840,1,840,1,840,1,1,2,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-4,-2,-2,-4,-2,-2,-4
2,7,2024,0,840721376,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,37,21.47,22.25,20170515,-4,-4.0,-4.0,128,0.786423171,10.6132138674884,0.385208,840003,3,2,1,1,1,2,1,2,1,2,5,10,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,2,1,2,-4,1,-4,4,4,4,2,1,1,2,2,2,4,2,2,2,3,3,2,3,2,3,1,3,1,0,2,1,2,1,3,2,2,10,1,1,10,10,2,2,3,3,2,3,3,3,-4,3,3,2,2,3,3,1,1,1,2,1,840002,-4,10,1,10,5,1,10,10,10,7,10,5,2,3,3,3,2,4,3,3,2,2,0,4,3,-4,1,1,0,1,0,10,1,1,1,1,3,1,5,1,1,1,10,1,7,1,2,1,3,2,4,2,3,1,2,4,2,1986,31,2,2,1,840,1,840,1,840,6,2,2,1,5,3,-3,-3,4,2,4,2,7,-3,2,-4,-3,-1,-4,-3,1,-4
2,7,2024,0,840721377,-3,840,2,2017,201704,201705,8402017,3,-4,-4,-4,-4,-4,-4,60,21.37,22.38,20170502,-4,-4.0,-4.0,128,0.479420386,10.6132138674884,0.385208,840014,3,1,1,3,1,2,1,3,3,2,10,8,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,3,-4,1,-4,3,4,4,1,1,1,1,3,2,4,3,3,1,3,3,3,3,2,3,1,2,2,1,2,1,2,1,2,3,3,7,7,1,1,1,3,2,4,4,2,3,2,3,-4,2,3,2,3,2,3,6,1,2,3,3,840001,-4,1,5,5,5,5,8,10,7,7,10,2,3,1,2,2,2,2,3,3,3,3,0,8,8,-4,3,0,0,0,0,1,8,1,2,1,8,1,8,8,10,1,8,2,10,1,1,1,3,3,3,3,3,2,4,1,1,1973,44,3,2,1,840,1,840,1,840,1,1,1,3,4,2,4,2,4,2,4,2,1,1,2,-4,7,2,-4,3,6,-4
